,_id,country,date_of_birth,ep_id,full_name,height,hometown,position,scout_text,shoots,weight,youth_team
995,5dd2e6de646d56e8589e6ab4,Canada,"Oct 28, 1987",171600,Michael Senseman,185,Beaverton,F,,R,88,-
996,5dd2e6df646d56e8589e6aba,Canada,"Mar 17, 1993",45515,Harrison Ruopp,191,Zehner,D,,R,87,-
997,5dd2e6e0646d56e8589e6aca,Canada,"Apr 14, 1992",76404,Matt Andreacchi,183,Kleinburg,LW,,L,84,-
998,5dd2e6e6646d56e8589e6ad6,Canada,"Mar 22, 1992",45176,Daniel Gayle,183,Calgary,LW,,L,84,-
999,5dd2e6e7646d56e8589e6ae4,Canada,"Aug 16, 1999",286867,Gabe Vilardi,191,Kingston,C,,R,91,-
1000,5dd2e6e8646d56e8589e6aee,Canada,"Feb 04, 1988",13612,Sébastien Piché,183,Sarre,D,,L,91,-
1001,5dd2e6ea646d56e8589e6aff,Canada,"Apr 11, 1996",154475,Eric Cornel,188,Kemptville,C/RW,,R,90,Kemptville MHA
1002,5dd2e6eb646d56e8589e6b11,Canada,"Jan 16, 1988",12119,Luc Lessard,182,Thetford,D,,L,81,-
1003,5dd2e6ed646d56e8589e6b21,Canada,"Jul 04, 1989",123938,Cody Vann,188,Winnipeg,D,,L,09,-
1004,5dd2e6ee646d56e8589e6b28,Canada,"Mar 27, 1985",67658,Ian McDonald,191,Edmonton,RW,,R,93,-
1005,5dd2e6ef646d56e8589e6b39,Canada,"May 31, 1993",57086,Trey Lewis,180,Aldoyne,D,,L,80,-
1006,5dd2e6f0646d56e8589e6b46,Canada,"Dec 13, 1987",41707,Phillippe Carey,180,Jérôme,D,,R,88,-
1007,5dd2e6f1646d56e8589e6b5b,Canada,"Oct 05, 1992",37280,Logan Shaw,192,Glace,RW/C,,R,94,-
1008,5dd2e6f3646d56e8589e6b71,Canada,"Mar 26, 1996",162905,Benji Curtis,180,Mactaquac,F,,L,84,-
1009,5dd2e6f4646d56e8589e6b7e,Canada,"May 27, 1987",42343,François Bolduc,196,Québec,D,,R,02,-
1010,5dd2e6f7646d56e8589e6b8a,Canada,"Jun 24, 1997",245113,Tyler Boston,180,Newmarket,C,,L,73,-
1011,5dd2e6f8646d56e8589e6b92,Canada,"Mar 25, 1985",95832,Nicolas Désilets,183,Nicolet,D,,R,91,-
1012,5dd2e6fa646d56e8589e6ba5,Canada,"Jan 12, 1993",45565,Garrett Meurs,180,Ripley,C/RW,,R,82,Huron-Perth MHA
1013,5dd2e6fb646d56e8589e6bb9,Canada,"Feb 25, 1997",248364,Sébastien Taillefer,183,Coteaux,D,,L,90,-
1014,5dd2e6fc646d56e8589e6bc5,Canada,"Aug 10, 1991",18601,Marcus Foligno,191,Buffalo,LW,,L,05,Sudbury MHA
1015,5dd2e6fe646d56e8589e6bd7,Canada,"Apr 29, 1992",32785,Troy Rutkowski,188,Edmonton,D,,R,98,South Side Athletic Club
1016,5dd2e6ff646d56e8589e6be8,Czech,"Jun 08, 1990",18098,Dominik Pacovsky,181,Praha,LW/RW,,L,92,HC Sparta Praha
1017,5dd2e701646d56e8589e6beb,Canada,"Aug 09, 1991",36732,Antoine Goyette,179,Louis,D,,R,76,-
1018,5dd2e701646d56e8589e6bfb,Canada,"Mar 28, 1998",267717,Riley MacRae,188,Dundas,LW,,L,90,-
1019,5dd2e702646d56e8589e6c07,Canada,"Aug 12, 1986",33159,Andrew Gibbons,189,Oshawa,RW,,R,85,-
1020,5dd2e703646d56e8589e6c15,Canada,"Oct 17, 1985",18918,David Victor,190,,D,,L,93,-
1021,5dd2e704646d56e8589e6c26,Canada,"Nov 25, 1989",19050,Julien Demers,188,Ottawa,D,,L,99,-
1022,5dd2e705646d56e8589e6c30,Canada,"Feb 09, 1997",227640,Mathieu Joseph,185,Laval,RW/LW,,L,86,AMH Chambly
1023,5dd2e707646d56e8589e6c3e,Canada,"Apr 11, 1995",150120,Mathieu Desautels,180,Green,D,,R,92,Alexandria MHA
1024,5dd2e708646d56e8589e6c4d,Canada,"Feb 16, 1999",279031,Dawson Holt,180,Saskatoon,RW/C,,R,88,-
1025,5dd2e709646d56e8589e6c58,Canada,"Aug 04, 1988",89102,Danny Anger,180,Woodslee,RW,,R,86,-
1026,5dd2e70a646d56e8589e6c5f,Canada,"Aug 02, 1998",254627,Tyler Higgins,195,Beaconsfield,D,,L,07,-
1027,5dd2e70b646d56e8589e6c6c,Canada,"May 30, 1994",76690,Scott Laughton,185,Oakville,C/LW,,L,86,Toronto Marlboros
1028,5dd2e70c646d56e8589e6c7d,Canada,"Feb 18, 1992",37575,Yoan Pinette,178,Sept,RW,,R,81,-
1029,5dd2e70d646d56e8589e6c86,USA,"May 02, 1996",224829,Lane Bauer,180,Anchorage,C,,L,87,-
1030,5dd2e70e646d56e8589e6c91,USA,"Jan 20, 2000",316109,Caleb Everett,188,Pleasant,D,,R,84,-
1031,5dd2e710646d56e8589e6c98,Canada,"Jan 25, 1989",18806,Benjamin Rubin,186,Montréal,LW,,L,85,-
1032,5dd2e711646d56e8589e6cac,Canada,"Feb 02, 1998",254764,Domenico Argento,191,Montréal,D,,L,95,-
1033,5dd2e712646d56e8589e6cbc,Canada,"Feb 25, 1993",45411,Alan Quine,183,Belleville,C/W,,L,92,Cumberland MHA
1034,5dd2e713646d56e8589e6cd2,Russia,"Apr 16, 1995",108648,Nikita Zadorov,196,Moskva,D,,L,04,CSKA Moskva
1035,5dd2e714646d56e8589e6cdd,Canada,"Jun 02, 2000",232706,Orca Wiesblatt,179,Calgary,RW,,R,79,Kelowna MHA
1036,5dd2e715646d56e8589e6ce8,Canada,"Dec 09, 1987",12118,Geoff Walker,191,Charlottetown,RW,,R,02,-
1037,5dd2e716646d56e8589e6cfd,Canada,"Mar 06, 1990",37228,Brett Ferguson,184,Vibank,LW/C,,L,88,-
1038,5dd2e717646d56e8589e6d0a,Canada,"Feb 03, 1995",99033,Nick Halagian,185,Catharines,LW,,L,88,-
1039,5dd2e718646d56e8589e6d18,Russia,"Jun 09, 1999",273987,German Poddubnyi,189,Sarov,C/LW,,L,88,HK Sarov
1040,5dd2e71a646d56e8589e6d23,Canada,"Jan 31, 1990",33871,Ben Alavie,185,Richmond,D,,R,88,-
1041,5dd2e71b646d56e8589e6d2b,Canada,"Aug 22, 1995",102053,Dan Desrochers,185,North,C,,L,84,West Ferris MHA
1042,5dd2e71b646d56e8589e6d39,Denmark,"Jan 30, 1991",15262,Simon Grønvaldt,188,Rødovre,D,,R,89,Rødovre SIK
1043,5dd2e71d646d56e8589e6d3f,Canada,"Jan 09, 1990",30437,Brendan Rowinski,180,Winnipeg,C,,L,87,-
1044,5dd2e71e646d56e8589e6d4c,Canada,"Mar 30, 1998",253935,Will Lochead,183,London,D,,L,89,-
1045,5dd2e71f646d56e8589e6d5b,Canada,"Apr 11, 1987",21196,Kenzie Sheppard,181,Sydney,LW,,L,89,-
1046,5dd2e721646d56e8589e6d63,Canada,"Feb 11, 1997",194606,Lane Cormier,185,Hopewell,RW,,R,86,-
1047,5dd2e722646d56e8589e6d74,Canada,"Jun 23, 1986",11326,Trevor Kell,182,Thunder,RW,,R,83,-
1048,5dd2e723646d56e8589e6d85,Canada,"Feb 02, 1986",11130,Danick Bouchard,176,Lorraine,RW/LW,,R,89,-
1049,5dd2e726646d56e8589e6d95,Canada,"Mar 17, 1992",45100,Alexis Bernier,181,Boucherville,D,,L,80,-
1050,5dd2e727646d56e8589e6da3,Canada,"Jan 12, 2000",285046,Dawson Barteaux,185,Foxwarren,D,,R,85,-
1051,5dd2e728646d56e8589e6dad,USA,"Jan 25, 2000",354044,Dino Kambeitz,188,Parker,RW,,R,96,-
1052,5dd2e729646d56e8589e6db6,Canada,"Nov 11, 1990",37445,Martin D,176,Sullivan,LW,,L,76,-
1053,5dd2e72a646d56e8589e6dbb,Canada,"Jun 02, 1993",78073,David Weckworth,180,Ottawa,D/F,,R,73,-
1054,5dd2e72c646d56e8589e6dc7,Canada,"Apr 03, 1987",9186,Steve Downie,180,Newmarket,RW,,R,87,York Simcoe Express
1055,5dd2e72d646d56e8589e6de2,Canada,"Nov 16, 1988",13606,Josh Kidd,193,Sundridge,D,,R,00,-
1056,5dd2e72e646d56e8589e6df2,Canada,"Feb 19, 1985",241523,Andrew Shennan,183,Clair,RW,,R,93,-
1057,5dd2e72f646d56e8589e6dfc,Canada,"Apr 18, 1996",151539,Francis Perron,183,Laval,LW,,L,75,-
1058,5dd2e730646d56e8589e6e07,Canada,"Mar 09, 1995",84077,Kolton Dixon,193,Deer,D,,L,86,-
1059,5dd2e731646d56e8589e6e15,Canada,"Mar 26, 1997",199906,Jordan Henderson,183,Surrey,D,,L,79,-
1060,5dd2e732646d56e8589e6e20,Canada,"Jan 10, 1998",251679,Sam Meisenheimer,177,Viking,RW,,L,79,-
1061,5dd2e733646d56e8589e6e2d,Canada,"Apr 19, 1993",47635,Alex Roach,195,Schongau,D,,L,02,-
1062,5dd2e734646d56e8589e6e38,Canada,"Jul 15, 1986",11535,Tyler Kennedy,180,Sault,C/RW,,R,84,Soo Major Hockey Assotation
1063,5dd2e735646d56e8589e6e4d,Canada,"Jun 07, 1991",37542,Steeven Jacques,170,Gardeur,C,,L,72,-
1064,5dd2e737646d56e8589e6e55,Canada,"Jan 25, 1996",120200,Ty Mappin,180,Deer,C,,R,79,-
1065,5dd2e737646d56e8589e6e65,USA,"Jun 26, 2001",316114,Arthur Kaliyev,188,Tashkent,LW,,L,86,-
1066,5dd2e739646d56e8589e6e6c,Canada,"Jan 17, 1988",20535,Brent Ottmann,185,Martensville,RW,,R,80,-
1067,5dd2e73a646d56e8589e6e76,Canada,"Mar 16, 1987",11704,Ken Petkau,186,Surrey,RW,,R,87,-
1068,5dd2e73b646d56e8589e6e7e,Canada,"May 10, 1993",65582,Tayler Thompson,185,Bredenbury,C,,R,82,-
1069,5dd2e73c646d56e8589e6e8e,Canada,"Feb 07, 1995",128256,Nikolas Brouillard,180,Hyacinthe,D,,L,76,-
1070,5dd2e73d646d56e8589e6e9b,Canada,"Mar 07, 1987",23098,Guillaume Lépine,193,Montréal,D,,L,95,-
1071,5dd2e73e646d56e8589e6eab,Sweden,"Oct 27, 1996",86137,Rasmus Andersson,182,Malmö,D,,R,97,HC Lugano
1072,5dd2e73f646d56e8589e6eb4,USA,"Jan 17, 1997",199941,Ethan Price,178,Lincoln,RW,,R,85,-
1073,5dd2e740646d56e8589e6ebf,Canada,"Apr 08, 1994",128911,Michael Gagnon,175,Hébertville,C,,L,74,-
1074,5dd2e741646d56e8589e6ec7,Canada,"Apr 30, 1989",37649,Kevin Hudes,191,Thornhill,RW,,L,88,-
1075,5dd2e742646d56e8589e6ed1,Canada,"Feb 12, 1989",33870,Derek Gregorack,189,Ajax,LW,,L,88,-
1076,5dd2e743646d56e8589e6ede,Canada,"May 10, 1996",159520,Cody Donaghey,185,John,D,,R,86,-
1077,5dd2e744646d56e8589e6eec,Canada,"Feb 21, 1988",12160,Benjamin Breault,179,Pembroke,C,,L,86,-
1078,5dd2e745646d56e8589e6ef9,USA,"Feb 25, 1992",31558,Scott Howe,185,Marietta,LW,,R,74,-
1079,5dd2e746646d56e8589e6efe,Canada,"Jan 25, 1985",11723,Troy Bodie,195,Portage,RW/LW,,R,03,-
1080,5dd2e748646d56e8589e6f15,Canada,"Feb 15, 2000",449203,Alexandre De,180,Blainville,D,,R,74,-
1081,5dd2e748646d56e8589e6f1b,USA,"Feb 10, 1989",31557,Peter Stevens,191,Suffern,D/RW,,L,98,-
1082,5dd2e74a646d56e8589e6f25,USA,"Dec 25, 1997",245141,Kyle Rhodes,188,Ashburn,D,,R,94,-
1083,5dd2e74c646d56e8589e6f31,Canada,"May 19, 2001",376443,Xavier Simoneau,171,Saint,C,,L,80,-
1084,5dd2e74d646d56e8589e6f38,USA,"Apr 18, 1997",200329,Evan Weinger,183,Angeles,RW,,R,88,-
1085,5dd2e74e646d56e8589e6f43,Canada,"Nov 26, 1995",102384,Arvin Atwal,183,Surrey,D,,R,89,-
1086,5dd2e74f646d56e8589e6f54,USA,"Feb 24, 1997",171035,Zach Wilkie,183,Villa,D,,L,89,-
1087,5dd2e750646d56e8589e6f61,Canada,"May 25, 1989",98593,Mickey MacDonald,178,Oakville,C,,L,82,-
1088,5dd2e752646d56e8589e6f67,Canada,"May 21, 1998",278079,Daven Castonguay,180,Terrebonne,D,,L,73,-
1089,5dd2e753646d56e8589e6f73,Canada,"Mar 17, 1991",37548,Tommy Déry,173,Raymond,RW,,R,77,-
1090,5dd2e754646d56e8589e6f7b,Canada,"May 07, 1988",157497,Guillaume Mailloux,188,Montréal,LW,,L,04,-
1091,5dd2e755646d56e8589e6f85,Canada,"May 25, 1995",128511,Élie Bérubé,178,Cabano,D,,L,82,-
1092,5dd2e757646d56e8589e6f92,Canada,"Oct 07, 1993",97662,Sébastien Sylvestre,185,Boucherville,C,,L,86,-
1093,5dd2e758646d56e8589e6f9e,Slovenia,"Jan 20, 1988",11112,Jan Mursak,181,Maribor,C/RW,,R,83,HK Maribor
1094,5dd2e759646d56e8589e6fab,Canada,"Dec 08, 1989",10430,Drew Doughty,185,London,D,,R,91,London MHA
1095,5dd2e75a646d56e8589e6fbd,Canada,"May 20, 1987",218480,Dan Gyenes,183,Woodstock,D,,R,93,-
1096,5dd2e75b646d56e8589e6fc3,Canada,"Dec 18, 1991",37065,Cameron Critchlow,175,Fredericton,LW,,L,78,-
1097,5dd2e75c646d56e8589e6fd3,Canada,"Apr 10, 1994",54084,Levi Bews,184,Longview,RW,,R,86,-
1098,5dd2e75d646d56e8589e6fdf,Canada,"Feb 28, 1996",84112,Clayton Kirichenko,185,Sherwood,D,,R,88,-
1099,5dd2e75f646d56e8589e6fef,Canada,"May 22, 1999",279041,Carson Sass,185,Melville,D,,L,85,-
1100,5dd2e760646d56e8589e6ffb,Canada,"May 11, 1994",59563,Chase Clayton,180,Abbotsford,C,,L,84,-
1101,5dd2e761646d56e8589e7009,Canada,"Oct 12, 1993",84742,Tyson Dallman,183,Prince,C,,L,73,-
1102,5dd2e762646d56e8589e7016,Canada,"Jun 11, 1992",39637,Scott McKay,178,Calgary,D,,L,77,-
1103,5dd2e763646d56e8589e701f,Canada,"Oct 10, 1996",204927,Devon Paliani,178,LaSalle,C,,R,77,-
1104,5dd2e764646d56e8589e702b,Canada,"Feb 11, 1992",45268,Anthony Goulet,183,Georges,D,,L,72,-
1105,5dd2e766646d56e8589e7033,Germany,"Jan 21, 1992",17637,Tom Kühnhackl,187,Landshut,RW/LW,,L,89,EV Landshut
1106,5dd2e767646d56e8589e7043,Canada,"Mar 01, 1987",147987,Justin Piquette,188,Timmins,LW,,L,86,-
1107,5dd2e768646d56e8589e704e,Canada,"May 27, 1999",216144,Tyler Hinam,185,Cole,RW,,R,88,-
1108,5dd2e769646d56e8589e7058,Canada,"Jun 26, 1989",37557,Ben MacAskill,186,Antigonish,D/F,,L,83,-
1109,5dd2e76a646d56e8589e7066,Canada,"Jun 05, 1989",15741,Michael Stickland,181,Deer,RW,,L,82,-
1110,5dd2e76b646d56e8589e7073,Canada,"Mar 09, 1999",284930,Isaiah Gallo,178,Brossard,C,,R,79,-
1111,5dd2e76c646d56e8589e707a,Canada,"Feb 25, 1986",89075,Renaud Des,188,Sorel,LW,,-,98,-
1112,5dd2e76d646d56e8589e7087,Canada,"Feb 22, 1999",201538,Anthony Gagnon,180,Montréal,RW,,R,76,-
1113,5dd2e76e646d56e8589e7090,USA,"Jun 12, 1996",191113,John Piccinich,183,Paramus,RW,,R,86,-
1114,5dd2e76f646d56e8589e709c,Canada,"Feb 17, 1993",84150,,191,Toronto,C,,L,93,-
1115,5dd2e770646d56e8589e70a6,Canada,"Apr 23, 2000",384443,Shawn Element,183,Victoriaville,C,,L,86,-
1116,5dd2e772646d56e8589e70ae,Canada,"May 07, 1989",12504,Logan MacMillan,185,Charlottetown,F/D,,L,80,-
1117,5dd2e774646d56e8589e70ba,Belarus,"Oct 16, 1999",383130,Vladislav Mikhalchuk,192,Minsk,RW,,R,80,-
1118,5dd2e775646d56e8589e70be,Canada,"Dec 15, 1993",88706,Ryan Culkin,188,Montréal,D,,L,91,-
1119,5dd2e776646d56e8589e70ce,Canada,"Oct 27, 1986",73198,Étienne Morier,183,Beford,LW,,L,80,-
1120,5dd2e777646d56e8589e70d9,Canada,"Dec 02, 2000",266583,Jacob Hudson,173,Antigonish,C,,L,82,-
1121,5dd2e779646d56e8589e70e3,Canada,"Feb 05, 1998",209217,Dallas Hines,190,Marwayne,D,,L,89,-
1122,5dd2e77a646d56e8589e70f1,Canada,"Aug 09, 1996",120799,Rodney Southam,183,Saskatoon,RW/C,,R,84,-
1123,5dd2e77b646d56e8589e70ff,USA,"Apr 19, 1999",313522,Kelton Hatcher,190,Haddonfield,D,,L,86,-
1124,5dd2e77c646d56e8589e7107,Canada,"Feb 23, 1987",13573,Steven Cacciotti,183,Rivière,LW,,L,90,-
1125,5dd2e77d646d56e8589e710f,Canada,"Oct 26, 1996",232612,Thomas Schemitsch,193,Thornhill,D,,R,91,-
1126,5dd2e77f646d56e8589e711c,Canada,"May 15, 1999",201547,Maxim Trépanier,180,Jean,LW,,L,79,-
1127,5dd2e780646d56e8589e7127,Slovakia,"Feb 12, 1988",54261,Peter Cmorej,,Presov,F,,L,,-
1128,5dd2e781646d56e8589e712b,Canada,"May 29, 1994",89697,Luke Cairns,183,Stoney,LW,,L,84,-
1129,5dd2e782646d56e8589e7135,Canada,"Jan 06, 1999",201670,Noel Hoefenmayer,183,Toronto,D,,L,87,-
1130,5dd2e783646d56e8589e713e,Canada,"May 06, 1996",62324,Ryan Graham,188,Calgary,LW,,L,93,-
1131,5dd2e784646d56e8589e714e,Russia,"Aug 08, 1989",11863,Vitali Karamnov,185,Moskva,C/RW,,R,90,Dynamo Moskva
1132,5dd2e785646d56e8589e7150,Canada,"Jul 11, 1993",44789,Ryan Strome,185,Mississauga,C/RW,,R,88,Toronto Marlboros
1133,5dd2e786646d56e8589e7162,Canada,"Mar 26, 1994",82513,Josh MacDonald,180,London,LW/RW,,L,86,-
1134,5dd2e787646d56e8589e7173,Sweden,"Nov 17, 1991",10379,Jacob Berglund,185,Malmö,C/LW,,L,92,IF Malmö Redhawks
1135,5dd2e788646d56e8589e7177,Canada,"Jun 21, 1987",189923,François Houle,183,Sudbury,RW,,R,79,-
1136,5dd2e789646d56e8589e7182,Canada,"Sep 04, 1994",67148,Aspen Sterzer,180,Canal,LW,,L,85,-
1137,5dd2e78a646d56e8589e718e,Finland,"Apr 05, 1988",8395,Juuso Puustinen,187,Kuopio,RW/LW,,R,94,KalPa
1138,5dd2e78b646d56e8589e7193,Canada,"Jan 21, 1998",252465,Pascal Corbeil,175,Longueuil,D,,R,78,-
1139,5dd2e78c646d56e8589e71a2,Finland,"Mar 01, 1987",4681,Sami Sandell,188,Nokia,LW/C,,L,94,NoPy
1140,5dd2e78d646d56e8589e71a5,Canada,"Mar 30, 1989",98602,Davey Shea,183,Bedford,RW,,R,09,-
1141,5dd2e78e646d56e8589e71ad,Canada,"Jul 20, 1986",67671,Mike Hellyer,176,Brandon,RW,,L,77,-
1142,5dd2e78f646d56e8589e71bc,USA,"Jul 06, 1985",42980,Derek Merlini,197,Clinton,D,,R,11,-
1143,5dd2e790646d56e8589e71c8,Canada,"Sep 25, 1996",213263,David Miller,175,Toronto,C,,R,84,-
1144,5dd2e791646d56e8589e71d5,Canada,"Feb 02, 1986",15340,Tim Spencer,193,Carnduff,C/LW,,L,00,-
1145,5dd2e792646d56e8589e71ec,Canada,"Mar 03, 1993",45275,François Leblanc,193,Hyacinthe,C,,L,87,AHM St-Hyacinthe
1146,5dd2e794646d56e8589e71f3,Canada,"Apr 15, 1985",11769,Ryan Hamilton,188,Oshawa,LW,,L,99,-
1147,5dd2e795646d56e8589e720e,Canada,"Mar 06, 1997",108471,Andrew Koep,175,Lloydminster,C/LW,,L,73,-
1148,5dd2e796646d56e8589e7217,Canada,"Jun 27, 1987",146611,Scott Restoule,180,Sudbury,C,,R,82,-
1149,5dd2e797646d56e8589e7223,Canada,"Mar 03, 1986",9484,Kyle Wharton,191,Ottawa,D,,L,94,-
1150,5dd2e798646d56e8589e7233,Canada,"Jun 04, 1993",56631,Jonathan Lavoie,178,Saumon,LW,,L,78,-
1151,5dd2e799646d56e8589e723a,Canada,"Apr 16, 1987",28646,Justin Saulnier,180,Halifax,C,,L,86,-
1152,5dd2e79a646d56e8589e7242,Canada,"Aug 18, 1990",18608,Mike Reddington,183,Port,D,,R,92,-
1153,5dd2e79c646d56e8589e724f,Canada,"Jul 09, 1999",267631,Jérémy Fortin,183,Dolbeau,LW,,L,84,-
1154,5dd2e79d646d56e8589e7258,Canada,"Jan 13, 2000",271713,Joe Veleno,186,Montréal,C,,L,88,AHM Lac St-Louis
1155,5dd2e79e646d56e8589e7261,Canada,"Apr 20, 1995",189579,Anthony DiFruscia,180,Thorold,LW,,L,89,-
1156,5dd2e79f646d56e8589e726c,Canada,"Sep 02, 1989",13821,Derek Hulak,184,Saskatoon,LW,,L,84,-
1157,5dd2e7a0646d56e8589e7280,Canada,"Mar 25, 1997",225098,TJ Fergus,180,Oakville,D,,L,82,-
1158,5dd2e7a2646d56e8589e728c,Canada,"May 29, 1986",14672,Corey Courchene,185,,LW,,L,92,-
1159,5dd2e7a3646d56e8589e7297,Canada,"Sep 10, 1988",10157,Jordan Staal,193,Thunder,C,,L,00,Thunder Bay Kings
1160,5dd2e7a5646d56e8589e72aa,Slovakia,"Nov 18, 1999",335802,Michal Ivan,188,Ziar,D,,L,86,HKM Zvolen
1161,5dd2e7a6646d56e8589e72ae,Canada,"Mar 19, 1988",55235,Kelly Friesen,183,Waldheim,D,,L,84,-
1162,5dd2e7a7646d56e8589e72ba,Canada,"Sep 22, 1989",18630,Adam Zamec,185,London,LW,,L,85,-
1163,5dd2e7a8646d56e8589e72c4,Czech,"Dec 31, 1988",10481,Michal Repik,179,Vlasim,RW,,R,87,HC Sparta Praha
1164,5dd2e7a9646d56e8589e72d0,USA,"May 13, 1997",177694,Cameron Askew,191,Boston,C/RW,,R,95,-
1165,5dd2e7ab646d56e8589e72de,Canada,"May 06, 1996",128505,Daniel Audette,175,Blainville,C,,L,77,AHM Blainville
1166,5dd2e7ab646d56e8589e72ec,Canada,"Feb 23, 1993",88674,Thomas Flynn,188,Souris,RW,,R,81,-
1167,5dd2e7ad646d56e8589e72f1,Canada,"Feb 13, 1999",297758,Owen Hardy,185,Nanaimo,C/LW,,L,91,-
1168,5dd2e7ae646d56e8589e72fe,Canada,"Feb 19, 1986",11474,Logan Stephenson,191,Saskatoon,D,,L,93,Rosetown Redwings
1169,5dd2e7af646d56e8589e730d,Canada,"Mar 08, 1985",150627,Ryan Hastings,191,Toronto,D,,L,02,-
1170,5dd2e7af646d56e8589e7314,Canada,"Dec 06, 1991",73778,Julian Melchiori,195,Richmond,D,,L,01,-
1171,5dd2e7b0646d56e8589e7328,Canada,"Apr 22, 1994",84743,Sawyer Lange,183,Prince,D,,R,88,-
1172,5dd2e7b1646d56e8589e7335,Canada,"Aug 12, 1995",101648,Trevor Cox,173,Surrey,LW,,L,75,-
1173,5dd2e7b3646d56e8589e7343,Canada,"Feb 20, 1989",37687,Matt Seegmiller,186,Guelph,D,,L,90,-
1174,5dd2e7b4646d56e8589e734a,Canada,"Jan 01, 1987",9360,Devin Setoguchi,183,Taber,RW,,R,93,-
1175,5dd2e7b5646d56e8589e735e,Canada,"Aug 17, 1996",120638,Dysin Mayo,188,Victoria,D,,R,88,Juan de Fuca MHA
1176,5dd2e7b6646d56e8589e736e,Canada,"Jan 20, 1988",149152,Miles Cope,191,Mississauga,D,,L,88,-
1177,5dd2e7b7646d56e8589e7375,Canada,"Feb 18, 1990",11318,Yann Sauvé,191,Montréal,D,,L,96,-
1178,5dd2e7b8646d56e8589e738b,Canada,"Apr 26, 1996",153002,Matt Revel,180,Abbotsford,C,,R,85,-
1179,5dd2e7ba646d56e8589e7399,Finland,"Oct 06, 1998",221525,Juuso Välimäki,187,Nokia,D,,L,93,NoPy
1180,5dd2e7bb646d56e8589e73a0,Slovakia,"Jan 27, 1987",11668,Jakub Rumpel,173,Hrnciarovce,RW,,R,77,-
1181,5dd2e7bc646d56e8589e73a2,Canada,"Aug 27, 1994",88918,Michael Abbott,180,John,D,,R,79,-
1182,5dd2e7be646d56e8589e73a9,Canada,"Mar 22, 1997",154486,Grayson Pawlenchuk,180,Edmonton,C/LW,,L,84,-
1183,5dd2e7bf646d56e8589e73b8,Canada,"Feb 22, 1997",165067,Alexandre Drapeau,178,Mont,D,,L,96,-
1184,5dd2e7c1646d56e8589e73c9,Canada,"Mar 01, 1993",73587,Cédric Leblanc,183,Saint,RW,,R,86,-
1185,5dd2e7c2646d56e8589e73d3,Slovakia,"Mar 06, 1987",11598,Mario Bliznak,184,Trencin,C,,L,90,HK Dubnica
1186,5dd2e7c3646d56e8589e73dc,U,"Jul 31, 1992",45479,Dallas Ehrhardt,193,Calgary,D,,L,02,-
1187,5dd2e7c4646d56e8589e73e9,Canada,"Jun 20, 1993",117632,Cody Brown,183,Wasaga,RW,,R,75,Wasaga Beach MHA
1188,5dd2e7c5646d56e8589e73f5,Canada,"Apr 16, 1994",128516,Gabriel Fortin,180,Pascal,RW/C,,R,73,-
1189,5dd2e7c7646d56e8589e73ff,Canada,"Aug 07, 1987",232170,Frédéric Roy,185,,F,,-,84,-
1190,5dd2e7c8646d56e8589e7407,Canada,"Jul 08, 1996",223475,Zack MacEwen,191,Charlottetown,RW,,R,93,-
1191,5dd2e7c9646d56e8589e7417,Russia,"Feb 16, 1997",227461,Yegor Popov,184,Tyumen,RW/LW,,R,86,-
1192,5dd2e7cd646d56e8589e741c,Canada,"Feb 25, 1990",19161,Riley McIntosh,195,Coquitlam,D,,L,88,-
1193,5dd2e7ce646d56e8589e7427,Canada,"Apr 25, 1985",67676,Travis Mealey,180,Brandon,D,,L,92,-
1194,5dd2e7cf646d56e8589e7438,Canada,"Aug 24, 1998",239026,Owen Burnell,179,Caledonia,C,,L,80,-
1195,5dd2e7d0646d56e8589e7443,Canada,"May 03, 1999",330965,Kade Landry,185,Wallace,D,,L,90,-
1196,5dd2e7d1646d56e8589e744e,Canada,"May 09, 1991",23814,Calvin de,185,Carp,D,,L,88,Ottawa Valley MHA
1197,5dd2e7d3646d56e8589e745f,Canada,"May 02, 1999",201701,Jack Cowell,188,Winnipeg,LW,,L,77,-
1198,5dd2e7d4646d56e8589e7468,Canada,"Oct 28, 1986",12387,Matt Kassian,193,Edmonton,LW,,L,09,-
1199,5dd2e7d5646d56e8589e747c,Canada,"Aug 09, 1989",15740,Carter Bancks,180,Calgary,LW/RW,,L,82,-
1200,5dd2e7d6646d56e8589e7490,Canada,"Apr 13, 1990",11604,Tyler Schmidt,186,Winnipeg,D,,L,91,-
1201,5dd2e7d7646d56e8589e7497,Sweden,"Aug 07, 1996",153866,Filip Rydström,191,Vallentuna,C,,L,91,-
1202,5dd2e7d8646d56e8589e749f,Canada,"Jun 25, 1988",14729,Brett Bellemore,193,Windsor,D,,R,02,-
1203,5dd2e7d9646d56e8589e74b0,Canada,"May 11, 1993",56056,Brendan Duke,180,Cole,D,,L,85,-
1204,5dd2e7da646d56e8589e74ba,Canada,"Jan 30, 1993",37165,Dylan Busenius,183,Edmonton,D,,L,93,-
1205,5dd2e7db646d56e8589e74c9,Canada,"May 15, 1999",299438,Matthew Titus,188,Stittsville,RW,,R,84,-
1206,5dd2e7dd646d56e8589e74d5,Russia,"Jul 11, 1999",340005,Denis Mikhnin,178,Kirov,RW,,L,80,Kometa Kirov
