,_id,ep_id,full_name,date_of_birth,hometown,country,youth_team,position,height,weight,shoots,status,scout_text
317,5e0a6e27b796e999afd8d494,45900,Josef Vavra,"Mar 17, 1984","Valasske Mezirici, CZE",Czech Rep.,-,LW,"6'0"" / 183 cm",183 lbs / 83 kg,L,Retired,-
318,5e0a6e29b796e999afd8d49c,84741,Tyrel Seaman,"Jan 06, 1994","Choiceland, SK, CAN",Canada,-,C,"6'2"" / 187 cm",194 lbs / 88 kg,L,Retired,-
319,5e0a6e2bb796e999afd8d4ac,207726,"Kristians Rubins
                                                                


 a.k.a. ""Kristiāns Rubīns""","Dec 11, 1997","Riga, LAT",Latvia,Prizma Riga,D,"6'4"" / 194 cm",220 lbs / 100 kg,L,19/20,-
320,5e0a6e2db796e999afd8d4c5,32782,Stefan Schneider,"Dec 13, 1989","Vernon, BC, CAN",Canada,-,C/RW,"6'4"" / 193 cm",203 lbs / 92 kg,R,Retired,Brother: Matt Schneider
321,5e0a6e2fb796e999afd8d4dc,84461,Tanner Moar,"Jul 12, 1994","Canwood, SK, CAN",Canada,-,D/RW,"6'3"" / 191 cm",161 lbs / 73 kg,R,Retired,-
322,5e0a6e31b796e999afd8d4e7,84060,Scott Feser,"May 01, 1995","Red Deer, AB, CAN",Canada,-,LW,"5'11"" / 180 cm",176 lbs / 80 kg,L,-,-
323,5e0a6e33b796e999afd8d508,20531,Alex White,"Feb 03, 1983","Tecumseh, ON, CAN",Canada,-,LW,"6'0"" / 183 cm",190 lbs / 86 kg,L,Retired,-
324,5e0a6e36b796e999afd8d51b,45481,Jaynen Rissling,"Sep 21, 1993","Edmonton, AB, CAN",Canada,-,D/LW,"6'4"" / 193 cm",205 lbs / 93 kg,L,19/20,"Father: Kelly Rissling
Uncle: Gary Rissling"
325,5e0a6e38b796e999afd8d53c,22363,"Lukas Bolf
                                                                                                         a.k.a. ""Lukáš Bolf""","Feb 20, 1985","Vrchlabi, CZE",Czech Rep.,-,D,"6'1"" / 185 cm",209 lbs / 95 kg,L,Retired,-
326,5e0a6e3ab796e999afd8d546,198530,Dakota Krebs,"Mar 26, 1999","Okotoks, AB, CAN",Canada,Okotoks MHA,D,"6'4"" / 193 cm",209 lbs / 95 kg,R,-,"Brothers: Peyton Krebs, Dru Krebs"
327,5e0a6e3db796e999afd8d55f,27126,Taylor Aronson,"Dec 30, 1991","Placentia, CA, USA",USA,-,D,"6'1"" / 185 cm",192 lbs / 87 kg,R,19/20,"Aronson is a defenseman with solid all-around ability. Has good size and a decent shot, as well as a solid first pass. Excels on the powerplay.- Erik K. Piri, EP (2013)"
328,5e0a6e3fb796e999afd8d574,38743,"Anton Cederholm
                                                                





                                Legacy verified","Feb 21, 1995","Helsingborg, SWE",Sweden,Jonstorps IF,D,"6'2"" / 188 cm",205 lbs / 93 kg,L,Retired,"A big, fearless stay-at-home defenseman. Limited in terms of offensive upside and puck skills, but usually plays a simple and smart game. Not the fastest of skater, but decent mobility. Has the tools to become a reliable depth defenseman logging big minutes on the penalty kill. (EP, 2013)
Brother: Jacob Cederholm"
329,5e0a6e41b796e999afd8d585,10874,Danny Bois,"Jun 01, 1983","Thunder Bay, ON, CAN",Canada,-,RW/C,"6'0"" / 183 cm",196 lbs / 89 kg,R,Retired,-
330,5e0a6e43b796e999afd8d5a0,17909,"Jiri Cetkovsky
                                                                                                         a.k.a. ""Jiří Cetkovský""","Nov 04, 1983","Prostejov, CZE",Czech Rep.,HC Prostejov,LW,"6'6"" / 197 cm",243 lbs / 110 kg,L,Retired,-
331,5e0a6e45b796e999afd8d5a4,155434,Adam Elzinga,"Jul 23, 1982","Burbank, CA, USA",USA,-,D,"6'2"" / 188 cm",205 lbs / 93 kg,-,Retired,-
332,5e0a6e48b796e999afd8d5b9,89189,Patrick D'Amico,"Nov 04, 1994","Winnipeg, MB, CAN",Canada,-,C,"6'0"" / 183 cm",201 lbs / 91 kg,L,-,-
333,5e0a6e4ab796e999afd8d5de,147611,Taylor Crunk,"Jan 20, 1995","San Jacinto, CA, USA",USA,-,LW,"6'1"" / 185 cm",220 lbs / 100 kg,L,19/20,-
334,5e0a6e4db796e999afd8d5f9,102378,Ben Betker,"Sep 24, 1994","Cranbrook, BC, CAN",Canada,-,D,"6'6"" / 197 cm",227 lbs / 103 kg,L,19/20,-
335,5e0a6e4fb796e999afd8d616,160068,"Tomas Soustal
                                                                


 a.k.a. ""Tomáš Šoustal""","Feb 15, 1997","Sternberk, CZE",Czech Rep.,-,C,"6'2"" / 188 cm",194 lbs / 88 kg,R,-,"An intelligent, gritty center with a large frame and an excellent work ethic; he plays the game like he has something to prove. Displays good stickhandling ability and individual skills, but also shows the ability to play in all situations. An aspect of his game that jumps out is his speed entering the zone; he is a very good skater who pushes himself to his limits. All-in-all, a good all-around player who thinks the game at a high level and, knowing exactly what he needs to work on, is always improving his game. (Curtis Joe, EP 2014)"
336,5e0a6e51b796e999afd8d62b,407589,Alex Swetlikoff,"Jul 06, 2001","Kelowna, BC, CAN",Canada,-,F,"6'2"" / 187 cm",179 lbs / 81 kg,L,-,-
337,5e0a6e53b796e999afd8d639,37182,Tyler Wotherspoon,"Mar 12, 1993","Surrey, BC, CAN",Canada,Colverdale MHA,D,"6'2"" / 188 cm",207 lbs / 94 kg,L,20/21,Brother: Parker Wotherspoon
338,5e0a6e55b796e999afd8d660,23795,Colin Reddin,"Jun 23, 1990","Corona Del Mar, CA, USA",USA,California Wave,D/C,"5'11"" / 180 cm",187 lbs / 85 kg,L,Retired,Team Staff profile of Colin Reddin also available
339,5e0a6e58b796e999afd8d681,72893,Terrance Delaronde,"Jan 08, 1987","Winnipeg, MB, CAN",Canada,-,LW,"6'1"" / 185 cm",196 lbs / 89 kg,L,Retired,-
340,5e0a6e5bb796e999afd8d692,75089,"Ben Walker
                                                                                                         a.k.a. ""Benjamin Walker""","Jun 21, 1993","Edina, MN, USA",USA,-,C/RW,"5'11"" / 180 cm",190 lbs / 86 kg,R,Retired,"Brothers: Samuel Walker, Jack Walker"
341,5e0a6e5db796e999afd8d6a9,10669,Troy Brouwer,"Aug 17, 1985","Vancouver, BC, CAN",Canada,-,RW/LW,"6'3"" / 191 cm",214 lbs / 97 kg,R,19/20,-
342,5e0a6e5fb796e999afd8d6d9,490246,Daniil Stepanov,"Jan 12, 2001","Minsk, BLR",Belarus,Yunost Minsk,C,"6'0"" / 183 cm",176 lbs / 80 kg,R,-,-
343,5e0a6e61b796e999afd8d6e1,9490,Jeff Schultz,"Feb 25, 1986","Calgary, AB, CAN",Canada,-,D,"6'6"" / 198 cm",225 lbs / 102 kg,L,Retired,Brother: Ian Schultz
344,5e0a6e64b796e999afd8d713,57514,Mike Proudley,"Apr 18, 1989","Winnipeg, MB, CAN",Canada,-,C,"5'10"" / 178 cm",190 lbs / 86 kg,L,-,-
345,5e0a6e66b796e999afd8d71b,22627,Sean McMorrow,"Jan 19, 1982","Vancouver, BC, CAN","Canada 
                                                                                            /  Ireland",-,RW,"6'4"" / 193 cm",225 lbs / 102 kg,R,-,-
346,5e0a6e68b796e999afd8d746,10616,"Juraj Simek
                                                                


 a.k.a. ""Juraj Šimek""","Sep 29, 1987","Presov, SVK","Switzerland 
                                                                                            /  Slovakia",SC Bern,RW/LW,"6'0"" / 183 cm",196 lbs / 89 kg,L,19/20,Simek is a winger with excellent stickhandling and decent skating ability. Handles the puck very well but could develop his game without the puck.
347,5e0a6e6ab796e999afd8d75c,9535,Antti-Jussi Miettinen,"Mar 30, 1983","Tampere, FIN","Finland 
                                                                                            /  Germany",Ilves,F,"5'9"" / 175 cm",183 lbs / 83 kg,L,19/20,-
348,5e0a6e6db796e999afd8d763,16719,Mark O'Leary,"Jan 21, 1985","Owen Sound, ON, CAN",Canada,-,LW,"5'10"" / 179 cm",194 lbs / 88 kg,R,Retired,Team Staff profile of Mark O'Leary also available
349,5e0a6e6fb796e999afd8d77e,85087,Kohl Bauml,"Nov 25, 1994","Saskatoon, SK, CAN",Canada,-,C,"5'9"" / 175 cm",170 lbs / 77 kg,L,-,-
350,5e0a6e71b796e999afd8d795,37242,Charles Wells,"Jan 04, 1991","Edmonton, AB, CAN",Canada,-,C,"5'9"" / 174 cm",174 lbs / 79 kg,R,-,-
351,5e0a6e73b796e999afd8d7ae,141997,Braden Appleby,"Aug 02, 1984","Viking, AB, CAN",Canada,-,C,"6'1"" / 185 cm",190 lbs / 86 kg,L,Retired,-
352,5e0a6e78b796e999afd8d7c3,325973,"Jake Lee
                                                                                    


                                Legacy verified
                            

 a.k.a. ""Jacob Lee""","Jul 13, 2001","Sherwood Park, AB, CAN",Canada,-,D,"6'2"" / 188 cm",216 lbs / 98 kg,L,-,-
353,5e0a6e7ab796e999afd8d7d5,33574,Sena Acolatse,"Nov 28, 1990","Hayward, CA, USA","USA 
                                                                                            /  Canada",-,D,"6'0"" / 184 cm",209 lbs / 95 kg,R,19/20,"Sena Acolatse is a defenseman who plays a pretty well-rounded game. Defensively, he is a punishing hitter who opponents need to watch out for. On offense, he owns decent hands and a good shot.- Erik K. Piri, EP (2015)"
354,5e0a6e7cb796e999afd8d7f8,12444,Lance Redden,"Feb 20, 1989",-,Canada,-,D,"6'0"" / 183 cm",176 lbs / 80 kg,L,-,"Cousins: Gord Redden, Bart Redden, Wade Redden"
355,5e0a6e7fb796e999afd8d7fb,369524,Brandson Hein,"Sep 27, 1998","Winnipeg, MB, CAN",Canada,-,LW,"6'2"" / 188 cm",194 lbs / 88 kg,L,-,-
356,5e0a6e81b796e999afd8d80a,186336,Calvin Thürkauf,"Jun 27, 1997","Zug, SUI","Switzerland 
                                                                                            /  Canada",EV Zug,C/LW,"6'2"" / 188 cm",212 lbs / 96 kg,L,19/20,-
357,5e0a6e83b796e999afd8d81e,9357,Adam Hobson,"Jan 09, 1987","Lund, SWE","Canada 
                                                                                            /  Sweden",Mission M.H.A.,W/C,"6'1"" / 186 cm",220 lbs / 100 kg,L,Retired,"Hobson is a two-way forward who plays a well-rounded game. Works very hard and has leadership qualities.- EP 2008

Brother: Jonathan Hobson"
358,5e0a6e85b796e999afd8d841,217019,Andrew Davidson,"Mar 09, 1983","South Delta, BC, CAN",Canada,-,F,"6'1"" / 185 cm",170 lbs / 77 kg,R,Retired,-
359,5e0a6e88b796e999afd8d856,200775,Jack Flaman,"Apr 15, 1997","Vibank, SK, CAN",Canada,-,C,"6'0"" / 183 cm",209 lbs / 95 kg,L,-,-
360,5e0a6e8bb796e999afd8d871,14940,Paul Albers,"Oct 15, 1985","Melville, SK, CAN",Canada,-,LW/D,"6'1"" / 185 cm",174 lbs / 79 kg,L,-,-
361,5e0a6e8db796e999afd8d894,20535,Brent Ottmann,"Jan 17, 1988","Martensville, SK, CAN",Canada,-,RW,"6'1"" / 185 cm",176 lbs / 80 kg,R,Retired,-
362,5e0a6e8fb796e999afd8d8a7,245433,Justin Renner,"May 02, 1984","Leamington, ON, CAN",Canada,-,LW,"6'1"" / 185 cm",165 lbs / 75 kg,L,-,-
363,5e0a6e91b796e999afd8d8b4,203527,"Andrew Brown
                                                                


 a.k.a. ""Andy Brown""","Jul 05, 1983","Bancroft, ON, CAN",Canada,-,RW,"6'3"" / 191 cm",216 lbs / 98 kg,L,Retired,-
364,5e0a6e94b796e999afd8d8cd,31914,Luke Hunter,"Jul 24, 1985","Shaunavon, SK, CAN",Canada,-,C,"5'11"" / 181 cm",174 lbs / 79 kg,L,Retired,-
365,5e0a6e96b796e999afd8d8e8,11360,Cal O'Reilly,"Sep 30, 1986","Seaforth, ON, CAN",Canada,Huron-Perth Lakers,C,"6'0"" / 183 cm",187 lbs / 85 kg,L,20/21,"O'Reilly is a pure playmaker with great passing ability and vision. Very good in shootouts, but could improve his two-way game. Could stand to shoot the puck more.- Erik K. Piri, EP (2012)


Brother: Ryan O'Reilly"
366,5e0a6e98b796e999afd8d923,31917,Nathan O'Nabigon,"May 09, 1983","Longlac, ON, CAN",Canada,-,LW,"6'2"" / 188 cm",194 lbs / 88 kg,L,Retired,-
367,5e0a6e9bb796e999afd8d948,96220,Quintin Lisoway,"Nov 12, 1995","Neepawa, MB, CAN",Canada,-,C/LW,"5'10"" / 178 cm",201 lbs / 91 kg,L,-,Brother: Josh Lisoway
368,5e0a6e9eb796e999afd8d969,1135,Justin Kelly,"Mar 17, 1981","Abbotsford, BC, CAN",Canada,-,C/RW,"6'4"" / 194 cm",187 lbs / 85 kg,R,Retired,"Kelly is a big center with a great reach. Has good hands and vision and can play on the powerplay. Is an above-average faceoff man, but isn't a very good skater.- Ulf Andersson, EP"
369,5e0a6ea0b796e999afd8d984,23793,Willie Coetzee,"Nov 07, 1990","Johannesburg, RSA","Canada 
                                                                                            /  South Africa",-,RW,"5'10"" / 178 cm",187 lbs / 85 kg,R,Retired,-
370,5e0a6ea2b796e999afd8d9a1,14661,Alex Poulter,"Nov 07, 1989","Broomfield, CO, USA",USA,-,C,"6'1"" / 186 cm",190 lbs / 86 kg,R,Retired,-
371,5e0a6ea4b796e999afd8d9b0,17519,Travis Hamonic,"Aug 16, 1990","St. Malo, MB, CAN",Canada,St. Malo MHA,D,"6'2"" / 188 cm",205 lbs / 93 kg,R,19/20,"A talented and hard-nosed two-way defender with good offensive instincts and even better defensive perception. Excellent four-way mobility up and down the ice. Backchecks hard and keeps the opposition to the outside. Creates energy through his gritty, physical brand of hockey, most commonly on display in the defensive and neutral zone. Blocks shots well and understands how to take shooting and passing lanes away. Sees the ice well and makes crisp, tape-to-tape passes. Has the ability to be a noticeable difference-maker in games and works hard at all aspects of his game. [EP]"
372,5e0a6ea7b796e999afd8d9db,32778,"Alex Petrovic
                                                                


 a.k.a. ""Alexander Petrovic""","Mar 03, 1992","Edmonton, AB, CAN",Canada,Maple Leaf Athletic Club,D,"6'4"" / 194 cm",205 lbs / 93 kg,R,19/20,-
373,5e0a6ea9b796e999afd8da07,101863,Mikulas Rimmel,"Sep 21, 1995","Krmelin, CZE",Czech Rep.,HC Vitkovice,RW,"6'0"" / 182 cm",176 lbs / 80 kg,R,-,Father: Patrik Rimmel
374,5e0a6eabb796e999afd8da0c,322153,Blake Stevenson,"Jan 12, 2001","Calgary, AB, CAN",Canada,-,F,"6'0"" / 182 cm",181 lbs / 82 kg,R,-,-
375,5e0a6eadb796e999afd8da1f,8951,Clarke MacArthur,"Apr 06, 1985","Lloydminster, AB, CAN",Canada,Lloydminster Blazers,LW,"6'0"" / 183 cm",192 lbs / 87 kg,L,19/20,Uncle: Ken MacArthur
376,5e0a6eafb796e999afd8da53,9617,"Jakub Petruzalek
                                                                


 a.k.a. ""Jakub Petružálek""","Apr 24, 1985","Most, CZE",Czech Rep.,HC Litvinov,C/RW,"5'9"" / 176 cm",176 lbs / 80 kg,R,20/21+2,"Petružálek is an offensive forward who can play anywhere up front. Owns nice speed and good hands. Also has a quick release on his fine shot. Doesn't thrive in traffic or physical contests. Could still improve his defensive game.- Ulf Andersson, EP (2012)"
377,5e0a6eb1b796e999afd8da6e,25608,Lance Morrison,"Oct 28, 1983","Victoria, BC, CAN",Canada,-,LW,"5'11"" / 180 cm",185 lbs / 84 kg,L,Retired,-
378,5e0a6eb4b796e999afd8da89,9190,Blake Comeau,"Feb 18, 1986","Meadow Lake, SK, CAN",Canada,Meadow Lake Stamps,LW/RW,"6'1"" / 185 cm",203 lbs / 92 kg,R,20/21,-
379,5e0a6eb6b796e999afd8dabf,19041,Eric Mestery,"May 28, 1990","Winnipeg, MB, CAN",Canada,-,D,"6'4"" / 194 cm",194 lbs / 88 kg,L,Retired,-
380,5e0a6eb8b796e999afd8dad0,19131,Brent Twordik,"May 16, 1981","Saskatoon, SK, CAN",Canada,-,C,"5'10"" / 178 cm",183 lbs / 83 kg,R,Retired,-
381,5e0a6ebab796e999afd8dae5,10633,Craig Valette,"Oct 07, 1982","Shellbrook, SK, CAN",Canada,-,C,"6'1"" / 185 cm",201 lbs / 91 kg,L,-,Brothers: Brody Valette & Tyson Valette
382,5e0a6ebcb796e999afd8db0e,205648,Patrick Turcotte,"Mar 26, 1984","Cornwall, ON, CAN",Canada,-,C,"5'6"" / 168 cm",161 lbs / 73 kg,R,Retired,-
383,5e0a6ebeb796e999afd8db23,37130,Travis Ewanyk,"Mar 29, 1993","St. Albert, AB, CAN","Canada 
                                                                                            /  Germany",St. Albert MHA,C,"6'1"" / 186 cm",198 lbs / 90 kg,L,19/20,-
384,5e0a6ec0b796e999afd8db46,8900,Danny Syvret,"Jun 13, 1985","Millgrove, ON, CAN",Canada,Flamborough MHA,D,"5'11"" / 180 cm",201 lbs / 91 kg,L,Retired,"A two-way defenseman, Syvret uses his hockey smarts to play a good positioning-based defense. Has a great one-timer from the point. Isn't overly big, but has very strong legs and a low center of gravity. Posesses leadership qualities.- Erik K. Piri, EP (2011)

Brother: Corey Syvret"
385,5e0a6ec3b796e999afd8db7d,32785,Troy Rutkowski,"Apr 29, 1992","Edmonton, AB, CAN",Canada,South Side Athletic Club,D,"6'2"" / 188 cm",216 lbs / 98 kg,R,19/20,-
386,5e0a6ec4b796e999afd8db9f,10235,Gilbert Brulé,"Jan 01, 1987","Edmonton, AB, CAN",Canada,North Shore Winter Club MHA,C/RW,"5'10"" / 178 cm",185 lbs / 84 kg,R,20/21,"Brule is an energetic and gritty forward. He is a fast skater and likes to play a physical game. Also has some playmaking skills and scoring ability. His lack of size in combination with the style he plays has brought along some injury woes for the former top prospect.- Erik K. Piri, EP"
387,5e0a6ec7b796e999afd8dbc6,26389,"Chris Collins
                                                                                                         a.k.a. ""Christopher Collins""","Apr 18, 1992","Calgary, AB, CAN",Canada,-,C,"6'1"" / 186 cm",207 lbs / 94 kg,L,19/20,-
388,5e0a6ec9b796e999afd8dbeb,40261,"Alexander Gogolev
                                                                                                         a.k.a. ""Alex Gogolyov""","May 18, 1992","Moskva, RUS",Russia,Krylia Sovetov Moskva,LW,"5'10"" / 179 cm",165 lbs / 75 kg,L,Retired,"Father: Dmitri Gogolev
Brother: Pavel Gogolev"
389,5e0a6eccb796e999afd8dbf2,299912,Jackson Leppard,"Jan 18, 2000","North Vancouver, BC, CAN",Canada,-,LW,"6'2"" / 188 cm",201 lbs / 91 kg,L,-,-
390,5e0a6eceb796e999afd8dc06,11312,Jadran Beljo,"Mar 25, 1987","Sudbury, ON, CAN","Canada 
                                                                                            /  Croatia",-,LW,"6'0"" / 183 cm",174 lbs / 79 kg,R,Retired,Nephew: Dario Beljo
391,5e0a6ed0b796e999afd8dc23,33558,"Jake Trask
                                                                                                         a.k.a. ""Jacob Trask""","Aug 31, 1991","Saskatoon, SK, CAN",Canada,-,C,"6'0"" / 182 cm",174 lbs / 79 kg,R,-,Brother: Carson Trask
392,5e0a6ed2b796e999afd8dc54,13801,Brandon Campos,"Dec 08, 1987","Port Coquitlam, BC, CAN",Canada,-,LW,"5'10"" / 179 cm",185 lbs / 84 kg,R,Retired,-
393,5e0a6ed4b796e999afd8dc67,8944,Steve Ott,"Aug 19, 1982","Summerside, PE, CAN",Canada,Mississauga Reps,C/W,"6'0"" / 184 cm",190 lbs / 86 kg,L,Retired,Father: Butch Ott
394,5e0a6ed6b796e999afd8dc99,218629,Mike James,"Feb 21, 1982","Windsor, ON, CAN",Canada,-,LW,"6'0"" / 183 cm",174 lbs / 79 kg,L,Retired,Team Staff profile of Mike James also available
395,5e0a6ed9b796e999afd8dcb6,253295,Tanner Wishnowski,"Jan 28, 1997","Cooks Creek, MB, CAN",Canada,-,LW,"6'0"" / 183 cm",185 lbs / 84 kg,L,-,-
396,5e0a6edbb796e999afd8dccb,9363,Chris Lawrence,"Feb 05, 1987","Etobicoke, ON, CAN",Canada,-,RW/C,"6'4"" / 193 cm",203 lbs / 92 kg,R,19/20,Team Staff profile of Chris Lawrence also available
397,5e0a6eddb796e999afd8dcf2,39963,Jordan DePape,"Jun 20, 1992","Winnipeg, MB, CAN",Canada,-,RW,"5'11"" / 180 cm",187 lbs / 85 kg,R,Retired,Brother: Ryan DePape
398,5e0a6edfb796e999afd8dd10,67660,Derek Ryan,"Dec 29, 1986","Spokane, WA, USA",USA,-,C,"5'11"" / 180 cm",170 lbs / 77 kg,R,20/21,-
399,5e0a6ee2b796e999afd8dd37,14837,Steve Covington,"Jan 31, 1986",-,Canada,-,RW,"6'0"" / 183 cm",187 lbs / 85 kg,R,Retired,Cousins: Mike Ladd and Andrew Ladd
400,5e0a6ee5b796e999afd8dd48,219192,Brad Erickson,"Apr 05, 1985","Saskatoon, SK, CAN",Canada,-,C,"5'9"" / 175 cm",170 lbs / 77 kg,R,-,-
401,5e0a6ee7b796e999afd8dd55,247966,"Tristan Langan
                                                                                                         a.k.a. ""Tristin Langan""","Oct 15, 1998","Swan River, MB, CAN",Canada,-,C/LW,"6'0"" / 183 cm",205 lbs / 93 kg,L,19/20,-
402,5e0a6ee9b796e999afd8dd6a,98333,"Shaun McPherson
                                                                                                         a.k.a. ""Shaun Macpherson, Bourke MacPherson""","Feb 26, 1994","Edmonton, AB, CAN",Canada,-,D/LW,"6'0"" / 183 cm",201 lbs / 91 kg,L,-,-
403,5e0a6eebb796e999afd8dd83,98476,Jack Palmer,"Sep 06, 1995","Victoria, BC, CAN",Canada,-,LW/C,"6'2"" / 188 cm",196 lbs / 89 kg,L,-,-
404,5e0a6eedb796e999afd8dd9a,201359,Matthew Wedman,"May 25, 1999","Edmonton, AB, CAN",Canada,-,C,"6'3"" / 191 cm",196 lbs / 89 kg,L,-,Brothers: Cole Wedman & Dan Wedman
405,5e0a6ef0b796e999afd8ddaf,281701,"Zach Cox
                                                                                                         a.k.a. ""Zachary Cox""","Feb 19, 1999","Rocky View, AB, CAN",Canada,-,RW,"6'4"" / 193 cm",185 lbs / 84 kg,R,-,-
406,5e0a6ef2b796e999afd8ddc2,84103,"Linden Penner
                                                                                                         a.k.a. ""Lindon Penner""","Jan 10, 1995","Sherwood Park, AB, CAN",Canada,-,RW,"6'3"" / 191 cm",216 lbs / 98 kg,R,-,-
407,5e0a6ef5b796e999afd8dddd,199922,Tyler Brown,"Feb 12, 1997","East Olympia, WA, USA",USA,-,D,"6'1"" / 185 cm",194 lbs / 88 kg,L,-,-
408,5e0a6ef7b796e999afd8ddee,153111,"James Hilsendager
                                                                                                         a.k.a. ""James Hillsendager""","Mar 20, 1997","Lloydminster, AB, CAN",Canada,-,D,"6'1"" / 185 cm",196 lbs / 89 kg,L,-,-
409,5e0a6ef9b796e999afd8de0d,97512,Jason Cassidy,"Jun 18, 1987","Whitby, ON, CAN",Canada,-,RW,"5'10"" / 178 cm",174 lbs / 79 kg,R,Retired,-
410,5e0a6efcb796e999afd8de24,96039,Richard Jasovsky,"Dec 04, 1985","Kezmarok, SVK",Slovakia,-,RW,"6'1"" / 186 cm",181 lbs / 82 kg,L,-,-
411,5e0a6efeb796e999afd8de2b,15691,Mark Rooneem,"Jan 09, 1983","Hinton, AB, CAN",Canada,-,F,"6'2"" / 189 cm",192 lbs / 87 kg,L,Retired,-
412,5e0a6f01b796e999afd8de50,14187,Gregory Stewart,"May 21, 1986","Kitchener, ON, CAN",Canada,-,LW,"6'2"" / 188 cm",196 lbs / 89 kg,L,Retired,-
413,5e0a6f04b796e999afd8de7b,9469,"Geoff Platt
                                                                                                         a.k.a. ""Geoffrey Platt""","Jul 10, 1985","Toronto, ON, CAN","Belarus 
                                                                                            /  Canada",-,LW,"5'9"" / 176 cm",181 lbs / 82 kg,L,20/21,"Platt is a speedy skater with good offensive ability and hockey sense. He can set up plays as well shoot himself. Although not that tall, he is very stocky and doesn't shy away from the tough areas on the ice.- Erik K. Piri, EP"
414,5e0a6f07b796e999afd8dea6,10302,Matt Lashoff,"Sep 29, 1986","East Greenbush, NY, USA",USA,-,D,"6'2"" / 188 cm",207 lbs / 94 kg,L,Retired,"Lashoff is a well-rounded defenseman who can contribute both ways. Likes to play a physical game and has a mean streak. - Erik K. Piri, EP (2011)

Brother: Brian Lashoff"
415,5e0a6f09b796e999afd8ded9,9295,"Rastislav Konecny
                                                                                                         a.k.a. ""Rastislav Konečný""","May 20, 1988","Povazska Bystrica, SVK",Slovakia,HK 95 Povazska Bystrica,LW/RW,"6'0"" / 183 cm",185 lbs / 84 kg,R,Retired,-
416,5e0a6f0cb796e999afd8dedd,18085,Radko Gudas,"Jun 05, 1990","Kladno, CZE",Czech Rep.,HC Kladno,D,"6'0"" / 183 cm",205 lbs / 93 kg,R,19/20,"Father: Leo Gudas
Brother-in-Law: Michal Neuvirth
Sister:  Karolina Gudasová (external link)"
417,5e0a6f0eb796e999afd8df0a,13929,Ryan Molle,"Jan 29, 1989","Calgary, AB, CAN",Canada,-,D,"6'2"" / 187 cm",207 lbs / 94 kg,R,Retired,Son of former CFL offensive lineman Bob Molle
418,5e0a6f10b796e999afd8df21,44677,Mark Hall,"Jul 03, 1990","Kamloops, BC, CAN",Canada,-,C,"5'9"" / 175 cm",174 lbs / 79 kg,R,Retired,-
419,5e0a6f12b796e999afd8df36,45503,Reid Jackson,"Jan 18, 1993","Weyburn, SK, CAN",Canada,-,D,"6'2"" / 188 cm",174 lbs / 79 kg,L,-,Father: Les Jackson
420,5e0a6f15b796e999afd8df45,14322,Chad Bassen,"Apr 25, 1983","Strathmore, AB, CAN","Canada 
                                                                                            /  Germany",-,C/LW,"6'0"" / 183 cm",179 lbs / 81 kg,L,19/20,"Bassen is a speedy center who is a hard worker. A below-average passer and scorer, he is best used in a defensive role.

- Ulf Andersson, EP
Grandfather: Hank Bassen
Uncles: Bob Bassen & Mark Bassen
Nephew: Boaz Bassen"
421,5e0a6f17b796e999afd8df58,158407,Adam Paiement,"Mar 31, 1982","Mississauga, ON, CAN",Canada,-,RW,"6'1"" / 185 cm",216 lbs / 98 kg,R,Retired,-
422,5e0a6f19b796e999afd8df69,162398,Robin Boucher,"Feb 20, 1981","Corbiel, ON, CAN",Canada,-,C,"5'10"" / 178 cm",181 lbs / 82 kg,R,Retired,Team Staff profile of Robin Boucher also available
423,5e0a6f1bb796e999afd8df7e,14660,"Michael MacAngus
                                                                                                         a.k.a. ""Mike MaCangus""","Feb 15, 1988","Edmonton, AB, CAN",Canada,-,LW,"6'0"" / 183 cm",187 lbs / 85 kg,L,Retired,Team Staff profile of Michael MacAngus also available
424,5e0a6f1eb796e999afd8df97,32787,Kevin Smith,"Feb 16, 1991","North Vancouver, BC, CAN",Canada,-,D,"6'1"" / 185 cm",194 lbs / 88 kg,R,Retired,-
425,5e0a6f20b796e999afd8dfac,17739,Harlan Anderson,"Oct 17, 1982","Vernon, BC, CAN",Canada,-,D,"6'2"" / 189 cm",190 lbs / 86 kg,R,Retired,Team Staff profile of Harlan Anderson also available
426,5e0a6f23b796e999afd8dfc3,54261,Peter Cmorej,"Feb 12, 1988","Presov, SVK",Slovakia,-,F,-,-,L,-,-
427,5e0a6f27b796e999afd8dfca,149666,Libor Gazdik,"Sep 30, 1988","Concord, CA, USA","USA 
                                                                                            /  Czech Rep.",-,C,"6'0"" / 183 cm",185 lbs / 84 kg,L,-,-
428,5e0a6f29b796e999afd8dfcf,37230,"Josh Cowen
                                                                                                         a.k.a. ""Josh Cowan""","Jan 04, 1991","Salmon Arm, BC, CAN",Canada,-,RW,"6'2"" / 188 cm",174 lbs / 79 kg,R,Retired,-
429,5e0a6f2bb796e999afd8dfde,8030,Carter Trevisani,"Jun 15, 1982","Carlisle, ON, CAN","Canada 
                                                                                            /  Italy",-,D,"6'1"" / 186 cm",198 lbs / 90 kg,L,Retired,"Trevisani is a smooth-skating defenseman who plays a fairly well-rounded game. Has solid size and a good shot from the point.- Ulf Andersson, EP"
430,5e0a6f2eb796e999afd8e001,204006,Matt Bacon,"May 23, 1983","Oakville, ON, CAN",Canada,-,LW,"6'3"" / 191 cm",209 lbs / 95 kg,L,Retired,-
